Fluence to dose conversion factor calculated on a slab of Tissue with size 10x10x0.5 mm^3 for primary neutron
E [MeV]	c [microGy*cm^2]
6.21618	2.86005e-05
6.34634	2.70136e-05
6.47923	3.00421e-05
6.6149	2.90122e-05
6.75341	2.41971e-05
6.89483	2.71849e-05
7.0392	2.77207e-05
7.1866	2.89024e-05
7.33708	2.86079e-05
7.49072	2.54904e-05
7.64757	2.69672e-05
7.8077	2.65704e-05
7.97119	2.62004e-05
8.13811	2.54067e-05
8.30851	2.56547e-05
8.48249	2.46873e-05
8.66011	2.42058e-05
8.84145	2.78148e-05
9.02658	2.37287e-05
9.21559	2.8737e-05
9.40856	2.63444e-05
9.60557	2.37275e-05
9.80671	2.64646e-05
10.0121	2.88144e-05
10.2217	3.0757e-05
10.4357	2.53447e-05
10.6543	2.54745e-05
10.8774	2.42798e-05
11.1051	2.46323e-05
11.3377	2.62682e-05
11.5751	2.64504e-05
11.8174	2.7673e-05
12.0649	2.3724e-05
12.3175	2.71396e-05
12.5754	2.54423e-05
12.8388	2.55056e-05
13.1076	2.67553e-05
13.3821	2.44137e-05
13.6623	2.46518e-05
13.9484	2.26381e-05
14.2404	2.4589e-05
14.5386	2.43477e-05
14.8431	2.51152e-05
15.1539	2.62397e-05
15.4712	2.88836e-05
15.7951	3.01457e-05
16.1259	2.17441e-05
16.4635	2.89155e-05
16.8083	2.68768e-05
17.1602	2.17478e-05
17.5196	2.44886e-05
17.8864	2.46777e-05
18.2609	2.51287e-05
18.6433	2.17406e-05
19.0337	2.18358e-05
19.4323	2.50447e-05
19.8392	2.5564e-05
20.2546	2.81148e-05
20.6787	3.45185e-05
21.1117	3.46054e-05
21.5538	2.85512e-05
22.0051	2.62103e-05
22.4659	2.51737e-05
22.9363	3.436e-05
23.4166	2.82235e-05
23.9069	2.49439e-05
24.4075	2.71489e-05
24.9186	2.55654e-05
25.4404	3.01609e-05
25.9731	2.56158e-05
26.5169	2.78269e-05
27.0722	2.55183e-05
27.6391	2.71352e-05
28.2178	2.47661e-05
28.8087	2.35955e-05
29.4119	2.61622e-05
30.0278	2.98294e-05
30.6566	2.79307e-05
31.2985	2.34526e-05
31.9539	2.90644e-05
32.623	2.45507e-05
33.3061	1.88305e-05
34.0035	1.92262e-05
34.7155	1.85867e-05
35.4424	2.20793e-05
36.1846	1.86715e-05
36.9422	1.9056e-05
37.7158	1.49396e-05
38.5055	2.04066e-05
39.3118	2.04205e-05
40.135	2.00197e-05
40.9754	1.55196e-05
41.8334	1.40669e-05
42.7094	1.79834e-05
43.6037	1.48196e-05
44.5167	1.91955e-05
45.4489	1.83361e-05
46.4006	1.88022e-05
47.3722	1.70446e-05
48.3641	1.92468e-05
49.3768	1.59387e-05
50.4108	1.26067e-05
51.4663	1.70748e-05
52.544	1.39853e-05
53.6443	1.97244e-05
54.7675	1.48092e-05
55.9144	1.75395e-05
57.0852	2.0827e-05
58.2805	1.78249e-05
59.5009	1.86372e-05
60.7468	1.20695e-05
62.0188	1.4449e-05
63.3174	1.55213e-05
64.6433	1.08019e-05
65.9969	1.48095e-05
67.3788	1.86632e-05
68.7897	1.33971e-05
70.2301	1.58411e-05
71.7007	2.02996e-05
73.2021	1.06374e-05
74.7349	1.21043e-05
76.2998	1.78187e-05
77.8975	1.32719e-05
79.5286	1.35307e-05
81.1939	1.60806e-05
82.894	1.44335e-05
84.6298	1.58133e-05
86.4019	1.0586e-05
88.2111	9.69247e-06
90.0582	1.64554e-05
91.944	1.4672e-05
93.8692	1.11609e-05
95.8348	1.47472e-05
97.8415	1.69199e-05
99.8903	1.71738e-05
101.982	1.45556e-05
104.117	1.25271e-05
106.298	1.34884e-05
108.523	7.67253e-06
110.796	1.20566e-05
113.116	1.91293e-05
115.484	1.25222e-05
117.903	1.24887e-05
120.371	2.15711e-05
122.892	1.51007e-05
125.465	1.2066e-05
128.092	1.16313e-05
130.775	1.38003e-05
133.513	1.51578e-05
136.309	1.49679e-05
139.163	1.50461e-05
142.077	1.87077e-05
145.052	1.32849e-05
148.089	1.09641e-05
151.19	1.81141e-05
154.356	1.59793e-05
157.588	1.88677e-05
160.888	9.65381e-06
164.257	1.55002e-05
167.696	1.17094e-05
171.208	1.88154e-05
174.793	1.43531e-05
178.453	1.09105e-05
182.189	1.73777e-05
186.004	2.18445e-05
189.899	1.71563e-05
193.876	1.76966e-05
197.935	1.78896e-05
202.08	1.13909e-05
206.311	2.11051e-05
210.631	1.41634e-05
215.042	1.42422e-05
219.545	1.28216e-05
224.142	1.68828e-05
228.835	2.10603e-05
233.627	1.77924e-05
238.519	1.76491e-05
243.514	1.75814e-05
248.613	2.0615e-05
253.819	1.26384e-05
259.133	2.00921e-05
264.559	1.22509e-05
270.099	1.65195e-05
275.755	1.64883e-05
281.529	1.72408e-05
287.424	1.59417e-05
293.443	1.26732e-05
299.587	1.64339e-05
305.86	1.5051e-05
312.265	1.10837e-05
318.804	1.07994e-05
325.479	1.17454e-05
332.295	2.12232e-05
339.253	2.20201e-05
346.356	1.39553e-05
353.609	1.63621e-05
361.013	1.79112e-05
368.573	2.04417e-05
376.291	1.89999e-05
384.17	1.34134e-05
392.214	1.87538e-05
400.427	2.48533e-05
408.812	1.71706e-05
417.372	1.99877e-05
426.112	1.61328e-05
435.034	1.59719e-05
444.144	1.69913e-05
453.444	1.45326e-05
462.939	1.79475e-05
472.632	1.43585e-05
482.529	1.7922e-05
492.633	1.49402e-05
502.948	1.67417e-05
513.48	3.01822e-05
524.232	2.19396e-05
535.209	1.80839e-05
546.416	2.66655e-05
557.858	2.06599e-05
569.539	1.9147e-05
581.465	2.79342e-05
593.64	1.70211e-05
606.071	2.18113e-05
618.762	3.4074e-05
631.718	3.02721e-05
644.946	1.75961e-05
658.451	1.62569e-05
672.238	2.36258e-05
686.315	2.00856e-05
700.686	1.75478e-05
715.358	2.61518e-05
730.337	1.32722e-05
745.63	2.15352e-05
761.243	2.30225e-05
777.183	2.42113e-05
793.457	3.06709e-05
810.071	2.88758e-05
827.034	2.18521e-05
844.352	2.17702e-05
862.032	2.70529e-05
880.082	2.27511e-05
898.511	2.53273e-05
917.325	2.34826e-05
936.533	2.44908e-05
956.144	3.01159e-05
976.165	2.08403e-05
996.606	2.36147e-05
1017.47	2.2607e-05
1038.78	2.39629e-05
1060.53	2.32886e-05
1082.74	2.4308e-05
1105.41	2.92442e-05
1128.56	1.7828e-05
1152.19	2.08254e-05
1176.31	2.62816e-05
1200.95	1.79488e-05
1226.09	2.49575e-05
1251.77	2.49475e-05
1277.98	2.15428e-05
1304.74	2.00058e-05
1332.06	1.70408e-05
1359.95	2.53095e-05
1388.43	3.27958e-05
1417.5	2.37757e-05
1447.18	3.62312e-05
1477.49	3.47728e-05
1508.42	2.90643e-05
1540.01	3.36727e-05
1572.26	2.34284e-05
1605.18	2.46804e-05
1638.79	2.3999e-05
1673.11	3.4513e-05
1708.14	2.18103e-05
1743.91	2.72049e-05
1780.42	1.98619e-05
1817.7	2.00552e-05
1855.77	2.12942e-05
1894.63	2.93755e-05
1934.3	2.32299e-05
1974.8	2.13722e-05
2016.15	2.24199e-05
2058.37	2.71809e-05
2101.47	2.21279e-05
2145.47	1.91688e-05
2190.4	2.63381e-05
2236.27	2.57001e-05
2283.09	2.40752e-05
2330.9	1.91477e-05
2379.71	3.36829e-05
2429.54	3.16608e-05
2480.41	2.75485e-05
2532.35	1.99392e-05
2585.37	1.64679e-05
2639.51	2.65392e-05
2694.78	2.48716e-05
2751.21	2.64178e-05
2808.82	2.56487e-05
2867.63	2.30262e-05
2927.68	2.84948e-05
2988.98	2.34054e-05
3051.57	2.4314e-05
3115.47	2.69927e-05
3180.7	2.74063e-05
3247.31	2.71521e-05
3315.3	2.66979e-05
3384.72	2.31816e-05
3455.6	2.53848e-05
3527.96	2.05302e-05
3601.83	3.29984e-05
3677.25	2.78625e-05
3754.25	2.24357e-05
3832.86	2.89197e-05
3913.12	2.77292e-05
3995.06	2.00643e-05
4078.71	3.33161e-05
4164.12	2.36817e-05
4251.32	1.74045e-05
4340.34	3.00791e-05
4431.22	3.99353e-05
4524.01	2.84336e-05
4618.74	2.68667e-05
4715.45	3.08923e-05
4814.19	3.8254e-05
4915	2.88507e-05
5017.92	2.21842e-05
5122.99	2.15631e-05
5230.26	3.47522e-05
5339.78	2.2874e-05
5451.59	3.36014e-05
5565.75	2.34812e-05
5682.29	2.09138e-05
5801.27	2.16369e-05
5922.75	1.97458e-05
6046.77	2.03038e-05
6173.38	2.24959e-05
6302.65	1.80365e-05
6434.63	3.2883e-05
6569.36	1.85356e-05
6706.92	2.59167e-05
6847.36	2.61479e-05
6990.74	2.60376e-05
7137.13	2.35604e-05
7286.57	2.20519e-05
7439.15	1.58058e-05
7594.92	2.44983e-05
7753.96	2.58566e-05
7916.32	1.4407e-05
8082.08	1.83405e-05
8251.32	2.74583e-05
8424.1	1.90245e-05
8600.49	3.36325e-05
8780.58	3.0364e-05
8964.44	2.04705e-05
9152.15	1.98592e-05
9343.8	1.93318e-05
9539.45	1.72737e-05
9739.2	3.08632e-05
9943.13	1.82917e-05
10151.3	1.96919e-05
10363.9	1.90853e-05
10580.9	3.17578e-05
10802.5	3.03215e-05
11028.7	2.38898e-05
11259.6	1.88957e-05
11495.4	2.71891e-05
11736.1	2.19913e-05
11981.8	2.57726e-05
12232.7	2.28952e-05
12488.9	2.77703e-05
12750.4	1.49831e-05
13017.4	2.24943e-05
13289.9	2.15292e-05
13568.2	2.34766e-05
13852.3	2.073e-05
14142.4	2.48279e-05
14438.5	2.29738e-05
14740.9	2.52944e-05
15049.5	1.37584e-05
15364.7	2.88604e-05
15686.4	2.33289e-05
16014.9	1.438e-05
16350.2	1.22363e-05
16692.6	1.3723e-05
17042.1	1.14854e-05
17399	1.58211e-05
17763.3	2.57602e-05
18135.2	2.06212e-05
18515	2.57696e-05
18902.7	2.65625e-05
19298.5	1.45719e-05
19702.6	1.6959e-05
20115.2	1.60934e-05
20536.4	1.69446e-05
20966.4	2.22721e-05
21405.4	1.64164e-05
21853.6	1.88909e-05
22311.2	1.51936e-05
22778.4	1.59387e-05
23255.4	1.33954e-05
23742.3	2.18779e-05
24239.5	1.76926e-05
24747	2.00173e-05
25265.2	1.74798e-05
25794.3	1.72207e-05
26334.4	1.706e-05
26885.8	1.79178e-05
27448.8	2.28514e-05
28023.6	2.04984e-05
28610.4	1.64891e-05
29209.4	1.46444e-05
29821.1	1.7467e-05
30445.5	1.87478e-05
31083	1.72315e-05
31733.9	1.14778e-05
32398.4	1.60169e-05
33076.8	1.37816e-05
33769.4	2.31458e-05
34476.5	2.16589e-05
35198.4	1.22056e-05
35935.5	1.95165e-05
36687.9	1.83775e-05
37456.2	2.1439e-05
38240.5	2.55426e-05
39041.2	1.79143e-05
39858.7	2.04244e-05
40693.3	2.36075e-05
41545.4	2.02915e-05
42415.4	1.52894e-05
43303.5	2.28517e-05
44210.3	1.95807e-05
45136	2.14654e-05
46081.2	2.54512e-05
47046.1	1.99635e-05
48031.2	1.86897e-05
49036.9	2.89219e-05
50063.7	2.51992e-05
51112.1	2.49803e-05
52182.3	2.29299e-05
53275	1.89334e-05
54390.5	2.6408e-05
55529.4	2.56937e-05
56692.2	3.20642e-05
57879.3	1.96314e-05
