E [MeV]	dEdx [keV/microm]
0.0100577	68.9809
0.0101158	69.1797
0.0101742	69.3791
0.0102329	69.579
0.010292	69.7796
0.0103514	69.9807
0.0104112	70.1825
0.0104713	70.3848
0.0105317	70.5876
0.0105925	70.7911
0.0106537	70.9951
0.0107152	71.1998
0.0107771	71.405
0.0108393	71.6108
0.0109018	71.8172
0.0109648	72.0242
0.0110281	72.2318
0.0110917	72.44
0.0111558	72.6488
0.0112202	72.8582
0.011285	73.0682
0.0113501	73.2788
0.0114156	73.4901
0.0114815	73.7019
0.0115478	73.9143
0.0116145	74.1273
0.0116815	74.341
0.011749	74.5553
0.0118168	74.7702
0.011885	74.9857
0.0119536	75.2019
0.0120226	75.4186
0.0120921	75.636
0.0121619	75.854
0.0122321	76.0726
0.0123027	76.2919
0.0123737	76.5118
0.0124451	76.7323
0.012517	76.9535
0.0125893	77.1753
0.0126619	77.3978
0.012735	77.6209
0.0128086	77.8446
0.0128825	78.069
0.0129569	78.294
0.0130317	78.5197
0.0131069	78.746
0.0131826	78.973
0.0132587	79.2006
0.0133352	79.4289
0.0134122	79.6578
0.0134896	79.8874
0.0135675	80.1177
0.0136458	80.3487
0.0137246	80.5803
0.0138038	80.8125
0.0138835	81.0454
0.0139637	81.279
0.0140443	81.5133
0.0141254	81.7483
0.0142069	81.9839
0.0142889	82.2202
0.0143714	82.4572
0.0144544	82.6949
0.0145378	82.9332
0.0146218	83.1723
0.0147062	83.412
0.0147911	83.6524
0.0148765	83.8936
0.0149624	84.1353
0.0150487	84.3779
0.0151356	84.6211
0.015223	84.865
0.0153109	85.1096
0.0153993	85.3549
0.0154882	85.601
0.0155776	85.8477
0.0156675	86.0951
0.015758	86.3433
0.0158489	86.5922
0.0159404	86.8417
0.0160325	87.0921
0.016125	87.3431
0.0162181	87.5949
0.0163117	87.8473
0.0164059	88.1006
0.0165006	88.3545
0.0165959	88.6091
0.0166917	88.8646
0.016788	89.1207
0.016885	89.3776
0.0169824	89.6352
0.0170805	89.8936
0.0171791	90.1527
0.0172783	90.4125
0.017378	90.6731
0.0174783	90.9345
0.0175792	91.1966
0.0176807	91.4595
0.0177828	91.7231
0.0178855	91.9874
0.0179887	92.2526
0.0180926	92.5185
0.018197	92.7852
0.0183021	93.0526
0.0184077	93.3208
0.018514	93.5898
0.0186209	93.8596
0.0187284	94.1301
0.0188365	94.4013
0.0189452	94.6737
0.0190546	94.9465
0.0191646	95.2202
0.0192752	95.4944
0.0193865	95.7698
0.0194984	96.0457
0.019611	96.3228
0.0197242	96.6004
0.0198381	96.8788
0.0199526	97.1581
0.0200678	97.438
0.0201837	97.719
0.0203002	98.0005
0.0204174	98.2829
0.0205353	98.5664
0.0206538	98.8506
0.020773	99.1351
0.020893	99.4212
0.0210136	99.7079
0.0211349	99.9952
0.0212569	100.283
0.0213796	100.572
0.021503	100.862
0.0216272	101.153
0.021752	101.445
0.0218776	101.737
0.0220039	102.03
0.0221309	102.325
0.0222587	102.619
0.0223872	102.915
0.0225165	103.212
0.0226464	103.509
0.0227772	103.807
0.0229087	104.107
0.0230409	104.407
0.0231739	104.708
0.0233077	105.009
0.0234423	105.312
0.0235776	105.616
0.0237137	105.92
0.0238506	106.226
0.0239883	106.532
0.0241268	106.839
0.0242661	107.146
0.0244062	107.456
0.0245471	107.765
0.0246888	108.076
0.0248313	108.387
0.0249747	108.7
0.0251189	109.013
0.0252639	109.327
0.0254097	109.642
0.0255564	109.958
0.025704	110.275
0.0258523	110.593
0.0260016	110.912
0.0261517	111.232
0.0263027	111.552
0.0264545	111.874
0.0266073	112.196
0.0267609	112.52
0.0269153	112.844
0.0270707	113.169
0.027227	113.495
0.0273842	113.823
0.0275423	114.151
0.0277013	114.48
0.0278612	114.81
0.0280221	115.141
0.0281838	115.472
0.0283465	115.805
0.0285102	116.139
0.0286748	116.474
0.0288403	116.81
0.0290068	117.146
0.0291743	117.484
0.0293427	117.823
0.0295121	118.162
0.0296825	118.503
0.0298538	118.844
0.0300262	119.187
0.0301995	119.53
0.0303739	119.875
0.0305492	120.221
0.0307256	120.567
0.030903	120.914
0.0310814	121.263
0.0312608	121.612
0.0314413	121.963
0.0316228	122.315
0.0318053	122.667
0.031989	123.021
0.0321736	123.375
0.0323594	123.731
0.0325462	124.087
0.0327341	124.445
0.032923	124.804
0.0331131	125.164
0.0333043	125.525
0.0334965	125.887
0.0336899	126.249
0.0338844	126.613
0.03408	126.978
0.0342768	127.344
0.0344747	127.711
0.0346737	128.079
0.0348739	128.448
0.0350752	128.818
0.0352777	129.19
0.0354813	129.562
0.0356862	129.936
0.0358922	130.31
0.0360994	130.686
0.0363078	131.063
0.0365174	131.44
0.0367282	131.819
0.0369403	132.199
0.0371535	132.58
0.037368	132.962
0.0375837	133.346
0.0378007	133.73
0.0380189	134.115
0.0382384	134.502
0.0384592	134.89
0.0386812	135.279
0.0389045	135.668
0.0391291	136.059
0.039355	136.452
0.0395822	136.845
0.0398107	137.239
0.0400405	137.635
0.0402717	138.032
0.0405042	138.43
0.040738	138.829
0.0409732	139.229
